"student","pianist","piece","arousal","valence"
"student_006","GG","20",100,-2
"student_006","GG","21",100,5
"student_006","GG","22",40,2
"student_006","GG","24",60,-3
"student_006","GG","25",50,-2
"student_006","GG","26",40,1
"student_006","GG","27",40,-2
"student_006","GG","28",10,0
"student_006","GG","29",10,-1
"student_006","GG","30",40,4
"student_006","GG","31",70,-4
"student_006","GG","32",40,-2
"student_006","GG","34",40,4
"student_006","GG","35",40,-3
"student_006","GG","36",40,-3
"student_006","GG","37",70,3
"student_006","GG","38",40,3
"student_006","GG","39",60,2
"student_006","GG","41",80,3
"student_006","GG","45",40,-1
"student_006","GG","46",80,1
"student_006","GG","47",30,-2
"student_007","GG","01",60,5
"student_007","GG","02",10,1
"student_007","GG","03",90,1
"student_007","GG","04",80,-2
"student_007","GG","05",100,5
"student_007","GG","08",70,-3
"student_007","GG","09",100,3
"student_007","GG","11",80,-4
"student_007","GG","12",70,-1
"student_007","GG","14",20,-2
"student_007","GG","15",20,-5
"student_007","GG","16",10,-1
"student_007","GG","18",90,4
"student_007","GG","19",20,-4
"student_007","GG","20",90,-3
"student_007","GG","21",90,4
"student_007","GG","22",70,3
"student_007","GG","24",70,-2
"student_007","GG","25",0,0
"student_007","GG","26",30,2
"student_007","GG","27",80,0
"student_007","GG","28",0,-2
"student_007","GG","29",100,1
"student_007","GG","30",10,3
"student_007","GG","31",10,-3
"student_007","GG","32",0,-1
"student_007","GG","34",60,4
"student_007","GG","35",20,0
"student_007","GG","36",20,-1
"student_007","GG","37",80,4
"student_007","GG","38",60,4
"student_007","GG","39",50,-4
"student_007","GG","41",100,3
"student_007","GG","45",50,-1
"student_007","GG","46",50,0
"student_007","GG","47",50,-1
"student_008","GG","01",50,5
"student_008","GG","02",50,1
"student_008","GG","03",80,-2
"student_008","GG","04",70,0
"student_008","GG","05",90,4
"student_008","GG","08",30,-3
"student_008","GG","09",70,1
"student_008","GG","11",90,-1
"student_008","GG","12",50,-1
"student_008","GG","14",70,2
"student_008","GG","15",20,-1
"student_008","GG","16",40,-1
"student_008","GG","18",80,1
"student_008","GG","19",70,-1
"student_008","GG","20",60,1
"student_008","GG","21",80,1
"student_008","GG","22",70,2
"student_008","GG","24",70,-3
"student_008","GG","25",50,1
"student_008","GG","26",70,3
"student_008","GG","27",70,-2
"student_008","GG","28",50,-2
"student_008","GG","29",90,2
"student_008","GG","30",80,3
"student_008","GG","31",60,1
"student_008","GG","32",70,-2
"student_008","GG","34",60,2
"student_008","GG","35",60,1
"student_008","GG","36",60,-2
"student_008","GG","37",80,1
"student_008","GG","38",60,2
"student_008","GG","39",50,-2
"student_008","GG","41",80,2
"student_008","GG","45",40,0
"student_008","GG","46",50,0
"student_008","GG","47",40,-1
"student_009","GG","01",80,4
"student_009","GG","02",10,2
"student_009","GG","03",90,-4
"student_009","GG","04",70,-3
"student_009","GG","05",90,5
"student_009","GG","08",50,-2
"student_009","GG","09",90,3
"student_009","GG","11",100,-1
"student_009","GG","12",70,4
"student_009","GG","14",50,2
"student_009","GG","15",30,-4
"student_009","GG","16",10,-2
"student_009","GG","18",80,5
"student_009","GG","19",70,-1
"student_009","GG","20",100,-3
"student_009","GG","21",70,4
"student_009","GG","22",30,1
"student_009","GG","24",70,-3
"student_009","GG","25",40,5
"student_009","GG","26",30,3
"student_009","GG","27",100,4
"student_009","GG","28",0,-1
"student_009","GG","29",80,5
"student_009","GG","30",50,4
"student_009","GG","31",70,-3
"student_009","GG","32",80,-4
"student_009","GG","34",70,5
"student_009","GG","35",70,-4
"student_009","GG","36",60,-1
"student_009","GG","37",60,3
"student_009","GG","38",70,4
"student_009","GG","39",100,-4
"student_009","GG","41",80,2
"student_009","GG","45",60,3
"student_009","GG","46",60,3
"student_009","GG","47",80,5
"student_011","GG","01",40,0
"student_011","GG","02",50,-1
"student_011","GG","03",90,-3
"student_011","GG","04",50,0
"student_011","GG","05",100,3
"student_011","GG","08",50,-3
"student_011","GG","09",90,4
"student_011","GG","11",70,0
"student_011","GG","12",70,1
"student_011","GG","14",80,1
"student_011","GG","15",10,0
"student_011","GG","16",50,-1
"student_011","GG","18",80,2
"student_011","GG","19",60,-1
"student_011","GG","20",90,-1
"student_011","GG","21",100,4
"student_011","GG","22",80,0
"student_011","GG","24",40,-3
"student_011","GG","25",20,0
"student_011","GG","26",30,2
"student_011","GG","27",60,-1
"student_011","GG","28",20,-3
"student_011","GG","29",100,2
"student_011","GG","30",60,1
"student_011","GG","31",70,-1
"student_011","GG","32",50,-3
"student_011","GG","34",40,0
"student_011","GG","35",50,-2
"student_011","GG","36",60,0
"student_011","GG","37",80,1
"student_011","GG","38",90,2
"student_011","GG","39",70,0
"student_011","GG","41",100,1
"student_011","GG","45",70,4
"student_011","GG","46",70,1
"student_011","GG","47",60,-1
"student_012","GG","01",70,3
"student_012","GG","02",50,0
"student_012","GG","03",100,-3
"student_012","GG","04",90,0
"student_012","GG","05",100,3
"student_012","GG","08",90,-5
"student_012","GG","09",90,2
"student_012","GG","11",100,-1
"student_012","GG","12",40,-1
"student_012","GG","14",40,1
"student_012","GG","15",80,-3
"student_012","GG","16",100,-5
"student_012","GG","18",90,3
"student_012","GG","19",70,-3
"student_012","GG","20",100,-2
"student_012","GG","21",80,1
"student_012","GG","22",80,3
"student_012","GG","24",90,-4
"student_012","GG","25",30,1
"student_012","GG","26",50,1
"student_012","GG","27",50,1
"student_012","GG","28",100,-4
"student_012","GG","29",90,-1
"student_012","GG","30",80,2
"student_012","GG","31",100,-5
"student_012","GG","32",90,-5
"student_012","GG","34",70,2
"student_012","GG","35",80,-5
"student_012","GG","36",60,-1
"student_012","GG","37",60,1
"student_012","GG","38",40,1
"student_012","GG","39",70,-2
"student_012","GG","41",100,0
"student_012","GG","45",70,-1
"student_012","GG","46",70,1
"student_012","GG","47",90,-2
"student_013","GG","01",40,2
"student_013","GG","02",40,3
"student_013","GG","03",90,-2
"student_013","GG","04",70,-2
"student_013","GG","05",90,3
"student_013","GG","08",20,-3
"student_013","GG","09",90,4
"student_013","GG","11",90,-1
"student_013","GG","12",80,-3
"student_013","GG","14",90,4
"student_013","GG","15",30,-3
"student_013","GG","16",30,-5
"student_013","GG","18",90,3
"student_013","GG","19",60,-1
"student_013","GG","20",90,0
"student_013","GG","21",100,3
"student_013","GG","22",70,2
"student_013","GG","24",10,-2
"student_013","GG","25",50,1
"student_013","GG","26",60,3
"student_013","GG","27",50,0
"student_013","GG","28",30,-1
"student_013","GG","29",100,-1
"student_013","GG","30",70,2
"student_013","GG","31",40,-4
"student_013","GG","32",40,-4
"student_013","GG","34",70,3
"student_013","GG","35",60,1
"student_013","GG","36",40,-3
"student_013","GG","37",80,-1
"student_013","GG","38",80,3
"student_013","GG","39",70,-3
"student_013","GG","41",100,2
"student_013","GG","45",50,1
"student_013","GG","46",70,1
"student_013","GG","47",40,-1
"student_014","GG","01",40,4
"student_014","GG","02",20,2
"student_014","GG","03",60,-3
"student_014","GG","04",30,-2
"student_014","GG","05",80,4
"student_014","GG","08",40,-2
"student_014","GG","09",100,3
"student_014","GG","11",100,2
"student_014","GG","12",30,1
"student_014","GG","14",70,4
"student_014","GG","15",10,-1
"student_014","GG","16",40,-3
"student_014","GG","18",70,2
"student_014","GG","19",40,-2
"student_014","GG","20",90,2
"student_014","GG","21",100,4
"student_014","GG","22",40,1
"student_014","GG","24",20,-5
"student_014","GG","25",20,1
"student_014","GG","26",30,4
"student_014","GG","27",40,1
"student_014","GG","28",10,-1
"student_014","GG","29",100,3
"student_014","GG","30",30,1
"student_014","GG","31",90,0
"student_014","GG","32",20,-3
"student_014","GG","34",40,3
"student_014","GG","35",40,-3
"student_014","GG","36",10,-5
"student_014","GG","37",70,4
"student_014","GG","38",40,1
"student_014","GG","39",80,2
"student_014","GG","41",100,4
"student_014","GG","45",40,2
"student_014","GG","46",20,1
"student_014","GG","47",10,-3
"student_015","GG","01",50,-2
"student_015","GG","02",40,-1
"student_015","GG","03",100,2
"student_015","GG","04",50,3
"student_015","GG","05",70,5
"student_015","GG","08",20,-4
"student_015","GG","09",60,1
"student_015","GG","11",80,3
"student_015","GG","12",20,0
"student_015","GG","14",40,-2
"student_015","GG","15",80,-5
"student_015","GG","16",60,-3
"student_015","GG","18",40,1
"student_015","GG","19",10,-2
"student_015","GG","20",90,1
"student_015","GG","21",80,2
"student_015","GG","22",60,3
"student_015","GG","24",70,-4
"student_015","GG","25",10,2
"student_015","GG","26",30,-4
"student_015","GG","27",40,1
"student_015","GG","28",10,-4
"student_015","GG","29",90,4
"student_015","GG","30",60,1
"student_015","GG","31",40,-1
"student_015","GG","32",80,-4
"student_015","GG","34",50,2
"student_015","GG","35",30,-3
"student_015","GG","36",70,-4
"student_015","GG","37",70,3
"student_015","GG","38",50,1
"student_015","GG","39",50,1
"student_015","GG","41",100,5
"student_015","GG","45",40,-1
"student_015","GG","46",20,0
"student_015","GG","47",20,-1
"student_016","GG","01",10,2
"student_016","GG","02",10,1
"student_016","GG","03",30,-1
"student_016","GG","04",10,1
"student_016","GG","05",30,1
"student_016","GG","08",0,-2
"student_016","GG","09",30,3
"student_016","GG","11",30,1
"student_016","GG","12",10,1
"student_016","GG","14",20,1
"student_016","GG","15",0,1
"student_016","GG","16",0,-3
"student_016","GG","18",30,3
"student_016","GG","19",0,0
"student_016","GG","20",30,1
"student_016","GG","21",30,2
"student_016","GG","22",20,2
"student_016","GG","24",0,-2
"student_016","GG","25",10,0
"student_016","GG","26",10,2
"student_016","GG","27",10,1
"student_016","GG","28",0,-4
"student_016","GG","29",30,1
"student_016","GG","30",10,2
"student_016","GG","31",10,-2
"student_016","GG","32",0,-3
"student_016","GG","34",10,1
"student_016","GG","35",10,1
"student_016","GG","36",10,-2
"student_016","GG","37",10,2
"student_016","GG","38",10,2
"student_016","GG","39",20,2
"student_016","GG","41",40,2
"student_016","GG","45",10,2
"student_016","GG","46",10,-2
"student_016","GG","47",10,-1
"student_017","GG","01",80,4
"student_017","GG","02",60,2
"student_017","GG","03",80,-4
"student_017","GG","04",90,-3
"student_017","GG","05",100,-1
"student_017","GG","08",30,-4
"student_017","GG","09",100,-3
"student_017","GG","11",100,-3
"student_017","GG","12",80,-1
"student_017","GG","14",90,-1
"student_017","GG","15",30,-1
"student_017","GG","16",20,-4
"student_017","GG","18",100,-3
"student_017","GG","19",60,-4
"student_017","GG","20",100,-4
"student_017","GG","21",100,3
"student_017","GG","22",90,1
"student_017","GG","24",60,-4
"student_017","GG","25",90,1
"student_017","GG","26",90,2
"student_017","GG","27",100,2
"student_017","GG","28",20,-4
"student_017","GG","29",100,-2
"student_017","GG","30",90,5
"student_017","GG","31",80,-4
"student_017","GG","32",20,-1
"student_017","GG","34",90,2
"student_017","GG","35",80,-3
"student_017","GG","36",80,-3
"student_017","GG","37",100,4
"student_017","GG","38",100,3
"student_017","GG","39",80,4
"student_017","GG","41",100,-3
"student_017","GG","45",60,1
"student_017","GG","46",70,2
"student_017","GG","47",50,-3
"student_018","GG","01",30,1
"student_018","GG","02",40,3
"student_018","GG","03",70,-1
"student_018","GG","04",40,2
"student_018","GG","05",90,5
"student_018","GG","08",10,-3
"student_018","GG","09",100,5
"student_018","GG","11",90,2
"student_018","GG","12",50,-3
"student_018","GG","14",80,4
"student_018","GG","15",30,-1
"student_018","GG","16",30,-4
"student_018","GG","18",90,3
"student_018","GG","19",60,2
"student_018","GG","20",100,3
"student_018","GG","21",100,2
"student_018","GG","22",80,5
"student_018","GG","24",50,-4
"student_018","GG","25",50,-2
"student_018","GG","26",40,2
"student_018","GG","27",70,-3
"student_018","GG","28",20,-5
"student_018","GG","29",100,0
"student_018","GG","30",60,4
"student_018","GG","31",60,-3
"student_018","GG","32",50,1
"student_018","GG","34",70,2
"student_018","GG","35",50,-3
"student_018","GG","36",40,-2
"student_018","GG","37",80,2
"student_018","GG","38",70,4
"student_018","GG","39",70,1
"student_018","GG","41",100,3
"student_018","GG","45",40,1
"student_018","GG","46",50,2
"student_018","GG","47",30,-2
"student_019","GG","01",30,2
"student_019","GG","02",30,2
"student_019","GG","03",30,2
"student_019","GG","04",40,1
"student_019","GG","05",60,2
"student_019","GG","08",20,-2
"student_019","GG","09",80,2
"student_019","GG","11",30,1
"student_019","GG","12",30,-1
"student_019","GG","14",40,2
"student_019","GG","15",20,-1
"student_019","GG","16",20,-2
"student_019","GG","18",50,1
"student_019","GG","19",20,-2
"student_019","GG","20",50,2
"student_019","GG","21",60,2
"student_019","GG","22",20,0
"student_019","GG","24",10,-4
"student_019","GG","25",10,1
"student_019","GG","26",30,1
"student_019","GG","27",30,2
"student_019","GG","28",30,1
"student_019","GG","29",80,2
"student_019","GG","30",30,2
"student_019","GG","31",30,-1
"student_019","GG","32",10,-2
"student_019","GG","34",20,1
"student_019","GG","35",20,-3
"student_019","GG","36",40,-1
"student_019","GG","37",30,2
"student_019","GG","38",20,2
"student_019","GG","39",30,-2
"student_019","GG","41",80,2
"student_019","GG","45",20,3
"student_019","GG","46",10,1
"student_019","GG","47",20,-1
"student_020","GG","01",30,1
"student_020","GG","02",20,3
"student_020","GG","03",90,3
"student_020","GG","04",80,2
"student_020","GG","05",100,3
"student_020","GG","08",10,-4
"student_020","GG","09",100,5
"student_020","GG","11",90,0
"student_020","GG","12",40,-2
"student_020","GG","14",50,1
"student_020","GG","15",10,-4
"student_020","GG","16",10,-4
"student_020","GG","18",70,2
"student_020","GG","19",40,1
"student_020","GG","20",100,3
"student_020","GG","21",90,3
"student_020","GG","22",60,3
"student_020","GG","24",20,-5
"student_020","GG","25",30,-2
"student_020","GG","26",30,0
"student_020","GG","27",70,4
"student_020","GG","28",10,-5
"student_020","GG","29",90,2
"student_020","GG","30",50,2
"student_020","GG","31",20,-3
"student_020","GG","32",10,-4
"student_020","GG","34",50,5
"student_020","GG","35",20,-2
"student_020","GG","36",30,-3
"student_020","GG","37",60,3
"student_020","GG","38",40,1
"student_020","GG","39",30,-2
"student_020","GG","41",100,1
"student_020","GG","45",30,2
"student_020","GG","46",70,5
"student_020","GG","47",70,-3
"student_021","GG","01",40,2
"student_021","GG","02",20,1
"student_021","GG","03",20,-2
"student_021","GG","04",20,0
"student_021","GG","05",80,4
"student_021","GG","08",40,-4
"student_021","GG","09",80,4
"student_021","GG","11",60,-2
"student_021","GG","12",10,-2
"student_021","GG","14",50,2
"student_021","GG","15",30,-5
"student_021","GG","16",40,-5
"student_021","GG","18",80,2
"student_021","GG","19",40,-3
"student_021","GG","20",80,-1
"student_021","GG","21",30,2
"student_021","GG","22",20,1
"student_021","GG","24",40,-1
"student_021","GG","25",20,2
"student_021","GG","26",50,5
"student_021","GG","27",40,-3
"student_021","GG","28",20,-3
"student_021","GG","29",50,0
"student_021","GG","30",20,1
"student_021","GG","31",40,-4
"student_021","GG","32",20,-2
"student_021","GG","34",30,2
"student_021","GG","35",40,0
"student_021","GG","36",50,-3
"student_021","GG","37",40,1
"student_021","GG","38",30,1
"student_021","GG","39",40,-1
"student_021","GG","41",70,1
"student_021","GG","45",20,2
"student_021","GG","46",30,3
"student_021","GG","47",20,-1
"student_022","GG","01",60,1
"student_022","GG","02",60,1
"student_022","GG","03",70,-1
"student_022","GG","04",60,-1
"student_022","GG","05",90,4
"student_022","GG","08",20,-3
"student_022","GG","09",90,4
"student_022","GG","11",80,-1
"student_022","GG","12",30,-1
"student_022","GG","14",10,0
"student_022","GG","15",20,-1
"student_022","GG","16",10,-1
"student_022","GG","18",20,0
"student_022","GG","19",60,-1
"student_022","GG","20",80,3
"student_022","GG","21",80,3
"student_022","GG","22",50,0
"student_022","GG","24",20,-4
"student_022","GG","25",50,1
"student_022","GG","26",50,1
"student_022","GG","27",70,2
"student_022","GG","28",10,-2
"student_022","GG","29",40,2
"student_022","GG","30",10,0
"student_022","GG","31",70,-1
"student_022","GG","32",20,-3
"student_022","GG","34",60,1
"student_022","GG","35",60,-2
"student_022","GG","36",30,0
"student_022","GG","37",60,1
"student_022","GG","38",80,2
"student_022","GG","39",20,-2
"student_022","GG","41",80,1
"student_022","GG","45",40,0
"student_022","GG","46",60,1
"student_022","GG","47",40,0
"student_023","GG","01",50,4
"student_023","GG","02",30,1
"student_023","GG","03",80,-3
"student_023","GG","04",70,0
"student_023","GG","05",90,4
"student_023","GG","08",30,-1
"student_023","GG","09",100,4
"student_023","GG","11",80,1
"student_023","GG","12",60,1
"student_023","GG","14",70,2
"student_023","GG","15",20,2
"student_023","GG","16",30,-2
"student_023","GG","18",100,5
"student_023","GG","19",40,1
"student_023","GG","20",90,0
"student_023","GG","21",90,5
"student_023","GG","22",70,4
"student_023","GG","24",20,-2
"student_023","GG","25",20,2
"student_023","GG","26",50,3
"student_023","GG","27",80,4
"student_023","GG","28",10,-3
"student_023","GG","29",90,3
"student_023","GG","30",70,4
"student_023","GG","31",30,0
"student_023","GG","32",20,-2
"student_023","GG","34",60,4
"student_023","GG","35",40,-1
"student_023","GG","36",60,-2
"student_023","GG","37",70,3
"student_023","GG","38",70,3
"student_023","GG","39",70,1
"student_023","GG","41",100,5
"student_023","GG","45",30,2
"student_023","GG","46",70,4
"student_023","GG","47",50,1
"student_024","GG","04",20,1
"student_024","GG","05",40,3
"student_024","GG","08",20,-2
"student_024","GG","09",60,3
"student_024","GG","15",0,-1
"student_024","GG","16",0,-3
"student_024","GG","21",40,-3
"student_024","GG","25",30,1
"student_024","GG","26",10,4
"student_024","GG","28",0,-3
"student_024","GG","35",30,-2
"student_024","GG","36",30,-2
"student_024","GG","37",60,5
"student_024","GG","38",60,-2
"student_024","GG","39",30,1
"student_024","GG","41",50,-3
"student_024","GG","45",20,2
"student_024","GG","46",40,-2
"student_025","GG","01",70,4
"student_025","GG","02",30,-3
"student_025","GG","03",70,2
"student_025","GG","04",40,-1
"student_025","GG","05",100,5
"student_025","GG","08",0,-5
"student_025","GG","09",100,5
"student_025","GG","11",100,1
"student_025","GG","12",20,2
"student_025","GG","14",60,2
"student_025","GG","15",30,-3
"student_025","GG","16",30,-4
"student_025","GG","18",70,3
"student_025","GG","19",60,-2
"student_025","GG","20",40,-2
"student_025","GG","21",70,4
"student_025","GG","22",70,3
"student_025","GG","24",20,-4
"student_025","GG","25",20,-2
"student_025","GG","26",50,1
"student_025","GG","27",60,3
"student_025","GG","28",80,-3
"student_025","GG","29",100,5
"student_025","GG","30",20,3
"student_025","GG","31",60,-2
"student_025","GG","32",30,-1
"student_025","GG","34",50,1
"student_025","GG","35",30,-3
"student_025","GG","36",40,-4
"student_025","GG","37",60,2
"student_025","GG","38",30,3
"student_025","GG","39",80,3
"student_025","GG","41",90,1
"student_025","GG","45",20,0
"student_025","GG","46",30,-1
"student_025","GG","47",30,0
"student_026","GG","01",80,4
"student_026","GG","02",10,-2
"student_026","GG","03",50,-2
"student_026","GG","04",20,-1
"student_026","GG","05",10,-1
"student_026","GG","08",70,-4
"student_026","GG","09",30,1
"student_026","GG","11",30,3
"student_026","GG","12",30,-1
"student_026","GG","14",30,2
"student_026","GG","15",70,-4
"student_026","GG","16",40,-4
"student_026","GG","18",60,2
"student_026","GG","19",50,-4
"student_026","GG","20",30,2
"student_026","GG","21",30,2
"student_026","GG","22",20,2
"student_026","GG","24",50,-4
"student_026","GG","25",10,1
"student_026","GG","26",40,2
"student_026","GG","27",20,-2
"student_026","GG","28",40,-4
"student_026","GG","29",80,4
"student_026","GG","30",30,2
"student_026","GG","31",60,-4
"student_026","GG","32",50,-3
"student_026","GG","34",10,1
"student_026","GG","35",20,-2
"student_026","GG","36",60,-3
"student_026","GG","37",20,2
"student_026","GG","38",50,2
"student_026","GG","39",40,-2
"student_026","GG","41",20,-2
"student_026","GG","45",20,-1
"student_026","GG","46",30,2
"student_026","GG","47",20,-1
"student_027","GG","01",70,3
"student_027","GG","02",30,0
"student_027","GG","03",60,-3
"student_027","GG","04",60,2
"student_027","GG","05",100,1
"student_027","GG","08",0,-3
"student_027","GG","09",100,2
"student_027","GG","11",70,-3
"student_027","GG","12",80,-2
"student_027","GG","14",60,1
"student_027","GG","15",50,-1
"student_027","GG","16",20,-5
"student_027","GG","18",80,0
"student_027","GG","19",10,-4
"student_027","GG","20",90,-3
"student_027","GG","21",90,2
"student_027","GG","22",80,1
"student_027","GG","24",10,-5
"student_027","GG","25",30,3
"student_027","GG","26",40,1
"student_027","GG","27",30,-1
"student_027","GG","28",20,-2
"student_027","GG","29",90,1
"student_027","GG","30",50,3
"student_027","GG","31",60,-1
"student_027","GG","32",10,-5
"student_027","GG","34",70,3
"student_027","GG","35",50,-2
"student_027","GG","36",70,-3
"student_027","GG","37",90,5
"student_027","GG","38",30,0
"student_027","GG","39",70,-2
"student_027","GG","41",80,0
"student_027","GG","45",40,0
"student_027","GG","46",30,-1
"student_027","GG","47",20,-3
"student_028","GG","01",10,1
"student_028","GG","02",20,1
"student_028","GG","03",90,4
"student_028","GG","04",60,2
"student_028","GG","05",80,4
"student_028","GG","08",10,-3
"student_028","GG","09",80,2
"student_028","GG","11",90,-2
"student_028","GG","12",70,3
"student_028","GG","14",90,5
"student_028","GG","15",20,-4
"student_028","GG","16",20,-4
"student_028","GG","18",80,1
"student_028","GG","19",60,3
